book_id,title,author,author_death_year,author_death_year_disputed,publication_year,source,source_url,language,notes
love-and-life-an-old-story-in-eighteenth-century-costume__yonge-charlotte-m-charlotte-mary__unk,Love and Life: An Old Story in Eighteenth Century Costume,"Yonge, Charlotte M. (Charlotte Mary)",1901,false,,gutenberg,https://www.gutenberg.org/ebooks/5700,en,"Open Library match discarded: returned 2007, which is more than 5 years after author's death (1901) -- likely an indexed reprint rather than the original edition; needs manual research"
the-cardinal-s-snuff-box__harland-henry__1900,The Cardinal's snuff-box,"Harland, Henry",1905,false,1900,gutenberg,https://www.gutenberg.org/ebooks/5610,en,publication year via Open Library (earliest edition found; not independently verified)
oedipus-king-of-thebes-translated-into-english-rhyming-verse-with-explanatory-notes__sophocles__unk,Oedipus King of Thebes: Translated into English Rhyming Verse with Explanatory Notes,Sophocles,-406,false,,gutenberg,https://www.gutenberg.org/ebooks/27673,en,"classical/ancient work (author died before 1400) -- original composition predates reliable publication-year records, not looked up automatically; needs manual research"
the-lilac-sunbonnet-a-love-story__crockett-s-r-samuel-rutherford__1894,The Lilac Sunbonnet: A Love Story,"Crockett, S. R. (Samuel Rutherford)",1914,false,1894,gutenberg,https://www.gutenberg.org/ebooks/4918,en,publication year via Open Library (earliest edition found; not independently verified)
the-crown-of-wild-olive-also-munera-pulveris-pre-raphaelitism-aratra-pentelici-the-ethics-of-the-dust-fiction-fair-and-foul-the-elements-of-drawing__ruskin-john__unk,"The Crown of Wild Olive: also Munera Pulveris; Pre-Raphaelitism; Aratra Pentelici; The Ethics of the Dust; Fiction, Fair and Foul; The Elements of Drawing","Ruskin, John",1900,false,,gutenberg,https://www.gutenberg.org/ebooks/26716,en,"Open Library match discarded: returned 1800, which predates author's birth year (1819) -- likely a mismatched search result; needs manual research"
the-hour-of-the-dragon__howard-robert-e-robert-ervin__unk,The Hour of the Dragon,"Howard, Robert E. (Robert Ervin)",1936,false,,gutenberg,https://www.gutenberg.org/ebooks/42243,en,"Open Library match discarded: returned 1977, which is more than 5 years after author's death (1936) -- likely an indexed reprint rather than the original edition; needs manual research"
lives-of-the-most-eminent-painters-sculptors-and-architects-vol-01-of-10-cimabue-to-agnolo-gaddi__vasari-giorgio__unk,"Lives of the Most Eminent Painters Sculptors and Architects, Vol. 01 (of 10): Cimabue to Agnolo Gaddi","Vasari, Giorgio",1574,false,,gutenberg,https://www.gutenberg.org/ebooks/25326,en,publication year not found via Open Library; needs manual research
the-mysterious-mr-quin__christie-agatha__1930,The mysterious Mr. Quin,"Christie, Agatha",1976,false,1930,gutenberg,https://www.gutenberg.org/ebooks/78084,en,publication year via Open Library (earliest edition found; not independently verified)
all-in-the-day-s-work-an-autobiography__tarbell-ida-m-ida-minerva__1939,All in the Day's Work: An Autobiography,"Tarbell, Ida M. (Ida Minerva)",1944,false,1939,gutenberg,https://www.gutenberg.org/ebooks/63754,en,publication year via Open Library (earliest edition found; not independently verified)
herman-melville__mumford-lewis__1920,Herman Melville,"Mumford, Lewis",1990,false,1920,gutenberg,https://www.gutenberg.org/ebooks/78016,en,publication year via Open Library (earliest edition found; not independently verified)
a-guide-to-the-history-of-physical-education__leonard-fred-eugene__1923,A guide to the history of physical education,"Leonard, Fred Eugene",1922,false,1923,gutenberg,https://www.gutenberg.org/ebooks/78009,en,publication year via Open Library (earliest edition found; not independently verified)
the-swiss-family-robinson__wyss-johann-david__1800,The Swiss family Robinson,"Wyss, Johann David",1818,false,1800,gutenberg,https://www.gutenberg.org/ebooks/78017,en,publication year via Open Library (earliest edition found; not independently verified)
the-satyricon-volume-05-crotona-affairs__petronius-arbiter__unk,The Satyricon — Volume 05: Crotona Affairs,Petronius Arbiter,66,false,,gutenberg,https://www.gutenberg.org/ebooks/5222,en,"classical/ancient work (author died before 1400) -- original composition predates reliable publication-year records, not looked up automatically; needs manual research"
the-eclipse-of-russia__dillon-emile-joseph__1918,The eclipse of Russia,"Dillon, Emile Joseph",1933,false,1918,gutenberg,https://www.gutenberg.org/ebooks/78075,en,publication year via Open Library (earliest edition found; not independently verified)
the-dogaressas-of-venice-the-wives-of-the-doges__staley-edgcumbe__unk,The dogaressas of Venice (the wives of the doges),"Staley, Edgcumbe",1903,false,,gutenberg,https://www.gutenberg.org/ebooks/78047,en,"Open Library match discarded: returned 1910, which is more than 5 years after author's death (1903) -- likely an indexed reprint rather than the original edition; needs manual research"
1066-and-all-that-b-a-memorable-history-of-england-comprising-all-the-parts-you-can-remember-including-103-good-things-5-bad-kings-and-2-genuine-dates__sellar-walter-carruthers__unk,"1066 and all that : $b A memorable history of England, comprising all the parts you can remember, including 103 good things, 5 bad kings and 2 genuine dates","Sellar, Walter Carruthers",1951,false,,gutenberg,https://www.gutenberg.org/ebooks/78124,en,"publication year not found via Open Library; needs manual research; 1 additional co-author(s) not recorded, primary author only"
main-currents-in-american-thought-b-an-interpretation-of-american-literature-from-the-beginnings-to-1920__parrington-vernon-louis__unk,Main currents in American thought : $b An interpretation of American literature from the beginnings to 1920,"Parrington, Vernon Louis",1929,false,,gutenberg,https://www.gutenberg.org/ebooks/78025,en,publication year not found via Open Library; needs manual research
the-birth-of-tragedy-or-hellenism-and-pessimism__nietzsche-friedrich-wilhelm__unk,"The Birth of Tragedy; or, Hellenism and Pessimism","Nietzsche, Friedrich Wilhelm",1900,false,,gutenberg,https://www.gutenberg.org/ebooks/51356,en,"Open Library match discarded: returned 2018, which is more than 5 years after author's death (1900) -- likely an indexed reprint rather than the original edition; needs manual research"
the-people-of-the-black-circle__howard-robert-e-robert-ervin__unk,The People of the Black Circle,"Howard, Robert E. (Robert Ervin)",1936,false,,gutenberg,https://www.gutenberg.org/ebooks/42259,en,"Open Library match discarded: returned 1977, which is more than 5 years after author's death (1936) -- likely an indexed reprint rather than the original edition; needs manual research"
jane-seton-or-the-king-s-advocate-a-scottish-historical-romance__grant-james__1853,"Jane Seton; or, The King's Advocate: A Scottish Historical Romance","Grant, James",1887,false,1853,gutenberg,https://www.gutenberg.org/ebooks/64836,en,publication year via Open Library (earliest edition found; not independently verified)
tales-grotesque-and-curious__akutagawa-ryunosuke__1930,Tales grotesque and curious,"Akutagawa, Ryūnosuke",1927,false,1930,gutenberg,https://www.gutenberg.org/ebooks/78105,en,publication year via Open Library (earliest edition found; not independently verified)
shadows-in-zamboula__howard-robert-e-robert-ervin__unk,Shadows in Zamboula,"Howard, Robert E. (Robert Ervin)",1936,false,,gutenberg,https://www.gutenberg.org/ebooks/42196,en,"Open Library match discarded: returned 2013, which is more than 5 years after author's death (1936) -- likely an indexed reprint rather than the original edition; needs manual research"
arrian-on-coursing-b-the-cynegeticus-of-the-younger-xenophon-translated-from-the-greek-with-classical-and-practical-annotations-and-a-brief-sketch-of-the-life-and-writings-of-the-author-to-which-is-added-an-appendix-containing-some-account-of-the-canes-venatici-of-classical-antiquity__arrian__unk,"Arrian on coursing : $b the Cynegeticus of the younger Xenophon, translated from the Greek, with classical and practical annotations, and a brief sketch of the life and writings of the author. To which is added an appendix, containing some account of the Canes Venatici of classical antiquity",Arrian,175,false,,gutenberg,https://www.gutenberg.org/ebooks/78013,en,"classical/ancient work (author died before 1400) -- original composition predates reliable publication-year records, not looked up automatically; needs manual research"
the-anatomy-of-revolution__brinton-crane__1938,The anatomy of revolution,"Brinton, Crane",1968,false,1938,gutenberg,https://www.gutenberg.org/ebooks/78065,en,publication year via Open Library (earliest edition found; not independently verified)
kate-mulhall-b-a-romance-of-the-oregon-trail__meeker-ezra__unk,Kate Mulhall : $b A romance of the Oregon Trail,"Meeker, Ezra",1928,false,,gutenberg,https://www.gutenberg.org/ebooks/78040,en,publication year not found via Open Library; needs manual research
the-marvellous-land-of-snergs__wyke-smith-e-a-edward-augustine__1927,The marvellous land of Snergs,"Wyke-Smith, E. A. (Edward Augustine)",1935,false,1927,gutenberg,https://www.gutenberg.org/ebooks/78120,en,publication year via Open Library (earliest edition found; not independently verified)
the-history-of-the-norman-conquest-of-england-its-causes-and-its-results-volume-3-of-6__freeman-edward-a-edward-augustus__unk,"The history of the Norman conquest of England, its causes and its results, Volume 3 (of 6)","Freeman, Edward A. (Edward Augustus)",1892,false,,gutenberg,https://www.gutenberg.org/ebooks/78122,en,publication year not found via Open Library; needs manual research
the-cruise-of-the-nona-b-the-story-of-a-cruise-from-holyhead-to-the-wash-with-reflections-and-judgments-on-life-and-letters-men-and-manners__belloc-hilaire__unk,"The cruise of the Nona : $b The story of a cruise from Holyhead to the Wash, with reflections and judgments on life and letters, men and manners","Belloc, Hilaire",1953,false,,gutenberg,https://www.gutenberg.org/ebooks/78020,en,publication year not found via Open Library; needs manual research
shadows-in-the-moonlight__howard-robert-e-robert-ervin__unk,Shadows in the Moonlight,"Howard, Robert E. (Robert Ervin)",1936,false,,gutenberg,https://www.gutenberg.org/ebooks/42188,en,"Open Library match discarded: returned 2012, which is more than 5 years after author's death (1936) -- likely an indexed reprint rather than the original edition; needs manual research"
the-last-dragon__totheroh-dan__1927,The last dragon,"Totheroh, Dan",1976,false,1927,gutenberg,https://www.gutenberg.org/ebooks/76411,en,publication year via Open Library (earliest edition found; not independently verified)
khartoum-and-the-blue-and-white-niles-vol-2-of-2__melly-george__unk,"Khartoum, and the Blue and White Niles, Vol. 2 (of 2)","Melly, George",1894,false,,gutenberg,https://www.gutenberg.org/ebooks/78015,en,publication year not found via Open Library; needs manual research
only-a-clod__braddon-m-e-mary-elizabeth__unk,Only a clod,"Braddon, M. E. (Mary Elizabeth)",1915,false,,gutenberg,https://www.gutenberg.org/ebooks/76927,en,"Open Library match discarded: returned 1800, which predates author's birth year (1835) -- likely a mismatched search result; needs manual research"
wanderfoot-the-dream-ship__stockley-cynthia__1913,Wanderfoot (The Dream Ship),"Stockley, Cynthia",1936,false,1913,gutenberg,https://www.gutenberg.org/ebooks/40059,en,publication year via Open Library (earliest edition found; not independently verified)
tales-of-terror__donovan-dick__1899,Tales of terror,"Donovan, Dick",1934,false,1899,gutenberg,https://www.gutenberg.org/ebooks/76261,en,publication year via Open Library (earliest edition found; not independently verified)
three-millions-b-or-the-way-of-the-world__optic-oliver__unk,"Three millions! : $b or, The way of the world","Optic, Oliver",1897,false,,gutenberg,https://www.gutenberg.org/ebooks/76553,en,publication year not found via Open Library; needs manual research
the-adventures-of-an-ensign__williams-valentine__1917,The adventures of an ensign,"Williams, Valentine",1946,false,1917,gutenberg,https://www.gutenberg.org/ebooks/78078,en,publication year via Open Library (earliest edition found; not independently verified)
body-build-and-its-inheritance__davenport-charles-benedict__1923,Body-build and its inheritance,"Davenport, Charles Benedict",1944,false,1923,gutenberg,https://www.gutenberg.org/ebooks/78107,en,publication year via Open Library (earliest edition found; not independently verified)
the-black-pearl__lion-marie__unk,The black pearl,"Lion, Marie",1922,false,,gutenberg,https://www.gutenberg.org/ebooks/78087,en,publication year not found via Open Library; needs manual research
the-dream-detective__rohmer-sax__1925,The dream detective,"Rohmer, Sax",1959,false,1925,gutenberg,https://www.gutenberg.org/ebooks/77056,en,publication year via Open Library (earliest edition found; not independently verified)
field-artillery-training-1914__great-britain-war-office__1914,Field Artillery Training. 1914,Great Britain. War Office,,false,1914,gutenberg,https://www.gutenberg.org/ebooks/78053,en,publication year via Open Library (earliest edition found; not independently verified); author death year unknown (Gutendex has no record)
prraphaelite-diaries-and-letters__rossetti-dante-gabriel__unk,Præraphaelite diaries and letters,"Rossetti, Dante Gabriel",1882,false,,gutenberg,https://www.gutenberg.org/ebooks/78022,en,"Open Library match discarded: returned 1900, which is more than 5 years after author's death (1882) -- likely an indexed reprint rather than the original edition; needs manual research; 2 additional co-author(s) not recorded, primary author only"
the-loot-of-the-lazy-a__tuttle-w-c-wilbur-c__unk,The loot of the Lazy A,"Tuttle, W. C. (Wilbur C.)",1969,false,,gutenberg,https://www.gutenberg.org/ebooks/78028,en,publication year not found via Open Library; needs manual research
bushy-b-a-romance-founded-on-fact__alden-cynthia-may-westover__unk,Bushy : $b a romance founded on fact,"Alden, Cynthia May Westover",1931,false,,gutenberg,https://www.gutenberg.org/ebooks/78043,en,publication year not found via Open Library; needs manual research
khartoum-and-the-blue-and-white-niles-vol-1-of-2__melly-george__unk,"Khartoum, and the Blue and White Niles, Vol. 1 (of 2)","Melly, George",1894,false,,gutenberg,https://www.gutenberg.org/ebooks/78014,en,publication year not found via Open Library; needs manual research
boston-b-a-novel__sinclair-upton__unk,Boston : $b a novel,"Sinclair, Upton",1968,false,,gutenberg,https://www.gutenberg.org/ebooks/78039,en,publication year not found via Open Library; needs manual research
bacon-s-essays-and-wisdom-of-the-ancients__bacon-francis__unk,"Bacon's Essays, and Wisdom of the Ancients","Bacon, Francis",1626,false,,gutenberg,https://www.gutenberg.org/ebooks/56463,en,"Open Library match discarded: returned 1669, which is more than 5 years after author's death (1626) -- likely an indexed reprint rather than the original edition; needs manual research"
blackwood-s-edinburgh-magazine-volume-456-no-10-october-1853__various__unk,"Blackwood's Edinburgh magazine, volume 456, no. 10, October 1853",Various,,false,,gutenberg,https://www.gutenberg.org/ebooks/78090,en,publication year not found via Open Library; needs manual research; author death year unknown (Gutendex has no record)
the-unknown-seven-b-a-detective-story__landon-herman__unk,The unknown seven : $b A detective story,"Landon, Herman",1960,false,,gutenberg,https://www.gutenberg.org/ebooks/78010,en,publication year not found via Open Library; needs manual research
joan-and-co__bartlett-frederick-orin__unk,Joan and Co.,"Bartlett, Frederick Orin",1945,false,,gutenberg,https://www.gutenberg.org/ebooks/78046,en,"Open Library match discarded: returned 2008, which is more than 5 years after author's death (1945) -- likely an indexed reprint rather than the original edition; needs manual research"
the-magnificent-possession__asimov-isaac__1981,The magnificent possession,"Asimov, Isaac",1992,false,1981,gutenberg,https://www.gutenberg.org/ebooks/76871,en,publication year via Open Library (earliest edition found; not independently verified)
the-trouble-at-pinelands-b-a-detective-story__poate-ernest-m__unk,The trouble at Pinelands : $b A detective story,"Poate, Ernest M.",1935,false,,gutenberg,https://www.gutenberg.org/ebooks/78103,en,publication year not found via Open Library; needs manual research
on-the-duties-of-the-clergy__ambrose-saint-bishop-of-milan__unk,On the Duties of the Clergy,"Ambrose, Saint, Bishop of Milan",397,false,,gutenberg,https://www.gutenberg.org/ebooks/22789,en,"classical/ancient work (author died before 1400) -- original composition predates reliable publication-year records, not looked up automatically; needs manual research"
the-weird-of-the-wanderer-b-being-the-papyrus-records-of-some-incidents-in-one-of-the-previous-lives-of-mr-nicholas-crabbe__rolfe-frederick__unk,The weird of the wanderer : $b Being the papyrus records of some incidents in one of the previous lives of  Mr. Nicholas Crabbe,"Rolfe, Frederick",1913,false,,gutenberg,https://www.gutenberg.org/ebooks/78126,en,"publication year not found via Open Library; needs manual research; 1 additional co-author(s) not recorded, primary author only"
the-candidate-a-political-romance__altsheler-joseph-a-joseph-alexander__unk,The Candidate: A Political Romance,"Altsheler, Joseph A. (Joseph Alexander)",1919,false,,gutenberg,https://www.gutenberg.org/ebooks/25132,en,publication year not found via Open Library; needs manual research
records-of-captain-clapperton-s-last-expedition-to-africa-vol-2-of-2__lander-richard__unk,"Records of Captain Clapperton's last expedition to Africa, Vol. 2 (of 2)","Lander, Richard",1834,false,,gutenberg,https://www.gutenberg.org/ebooks/78092,en,"Open Library match discarded: returned 2007, which is more than 5 years after author's death (1834) -- likely an indexed reprint rather than the original edition; needs manual research"
democracyfalse-or-true-b-a-prologue-and-a-dream__richmond-w-b-william-blake-sir__unk,Democracy—false or true? : $b A prologue and a dream,"Richmond, W. B. (William Blake), Sir",1921,false,,gutenberg,https://www.gutenberg.org/ebooks/78117,en,publication year not found via Open Library; needs manual research
the-black-abbot__wallace-edgar__1927,The Black Abbot,"Wallace, Edgar",1932,false,1927,gutenberg,https://www.gutenberg.org/ebooks/75643,en,publication year via Open Library (earliest edition found; not independently verified)
the-dangerous-game__le-queux-william__1926,The dangerous game,"Le Queux, William",1927,false,1926,gutenberg,https://www.gutenberg.org/ebooks/78029,en,publication year via Open Library (earliest edition found; not independently verified)
fairy-dreams-b-or-wanderings-in-elf-land__austin-jane-g-jane-goodwin__unk,"Fairy dreams : $b or, Wanderings in Elf-land","Austin, Jane G. (Jane Goodwin)",1894,false,,gutenberg,https://www.gutenberg.org/ebooks/76391,en,publication year not found via Open Library; needs manual research
success__silberrad-una-l__1912,Success,"Silberrad, Una L.",1955,false,1912,gutenberg,https://www.gutenberg.org/ebooks/78012,en,publication year via Open Library (earliest edition found; not independently verified)
astronomy-for-beginners__carrington-hereward__unk,Astronomy for beginners,"Carrington, Hereward",1959,false,,gutenberg,https://www.gutenberg.org/ebooks/78112,en,publication year not found via Open Library; needs manual research
records-of-captain-clapperton-s-last-expedition-to-africa-vol-1-of-2__lander-richard__unk,"Records of Captain Clapperton's last expedition to Africa, Vol. 1 (of 2)","Lander, Richard",1834,false,,gutenberg,https://www.gutenberg.org/ebooks/78091,en,publication year not found via Open Library; needs manual research
