book_id,title,author,author_death_year,author_death_year_disputed,publication_year,source,source_url,language,notes
all-quiet-on-the-western-front__remarque-erich-maria__1929,All Quiet on the Western Front,"Remarque, Erich Maria",,false,1929,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1920s,en,"significance=PW bestseller #1 of 1929; renewal_determination: renewal FOUND in Stanford CRD (id RE050763, renewed 1980, class PWH)"
dodsworth__lewis-sinclair__1929,Dodsworth,"Lewis, Sinclair",,false,1929,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1920s,en,"significance=PW bestseller #2 of 1929; renewal_determination: renewal FOUND in Stanford CRD (id R167120, renewed 1956, class C)"
dark-hester__sedgwick-anne-douglas__1929,Dark Hester,"Sedgwick, Anne Douglas",,false,1929,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1920s,en,"significance=PW bestseller #3 of 1929; renewal_determination: renewal FOUND in Stanford CRD (id R183511, renewed 1957, class Wr)"
the-bishop-murder-case__dine-s-s-van__1929,The Bishop Murder Case,"Dine, S. S. Van",,false,1929,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1920s,en,"significance=PW bestseller #4 of 1929; renewal_determination: UNCERTAIN: possible renewal for this author needs manual check (closest CRD id R280605, 'The dragon murder case, (A Philo Vance s', renewed 1961)"
roper-s-row__deeping-warwick__1929,Roper's Row,"Deeping, Warwick",,false,1929,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1920s,en,"significance=PW bestseller #5 of 1929; renewal_determination: renewal FOUND in Stanford CRD (id R185544, renewed 1957, class W)"
peder-victorious__rolvaag-o-e__1929,Peder Victorious,"Rolvaag, O. E.",,false,1929,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1920s,en,"significance=PW bestseller #6 of 1929; renewal_determination: renewal FOUND in Stanford CRD (id R172587, renewed 1956, class W)"
cimarron__ferber-edna__1930,Cimarron,"Ferber, Edna",,false,1930,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #1 of 1930; renewal_determination: renewal FOUND in Stanford CRD (id R188561, renewed 1957, class A)"
exile__deeping-warwick__1930,Exile,"Deeping, Warwick",,false,1930,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #2 of 1930; renewal_determination: renewal FOUND in Stanford CRD (id R202967, renewed 1957, class W)"
the-woman-of-andros__wilder-thornton__1930,The Woman of Andros,"Wilder, Thornton",,false,1930,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #3 of 1930; renewal_determination: renewal FOUND in Stanford CRD (id R203128, renewed 1957, class A)"
years-of-grace__barnes-margaret-ayer__1930,Years of Grace,"Barnes, Margaret Ayer",,false,1930,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #4 of 1930; renewal_determination: renewal FOUND in Stanford CRD (id R213033, renewed 1958, class A)"
angel-pavement__priestley-j-b__1930,Angel Pavement,"Priestley, J. B.",,false,1930,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #5 of 1930; renewal_determination: renewal FOUND in Stanford CRD (id R206386, renewed 1958, class A)"
the-door__rinehart-mary-roberts__1930,The Door,"Rinehart, Mary Roberts",,false,1930,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #6 of 1930; renewal_determination: renewal FOUND in Stanford CRD (id R214562, renewed 1958, class A)"
the-good-earth__buck-pearl-s__1931,The Good Earth,"Buck, Pearl S.",,false,1931,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #1 of 1931; renewal_determination: renewal FOUND in Stanford CRD (id R210027, renewed 1958, class A)"
shadows-on-the-rock__cather-willa__1931,Shadows on the Rock,"Cather, Willa",,false,1931,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #2 of 1931; renewal_determination: renewal FOUND in Stanford CRD (id R225125, renewed 1958, class E)"
a-white-bird-flying__aldrich-bess-streeter__1931,A White Bird Flying,"Aldrich, Bess Streeter",,false,1931,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #3 of 1931; renewal_determination: renewal FOUND in Stanford CRD (id R225329, renewed 1958, class C)"
grand-hotel__baum-vicki__1931,Grand Hotel,"Baum, Vicki",,false,1931,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #4 of 1931; renewal_determination: renewal FOUND in Stanford CRD (id R222221, renewed 1958, class PWH)"
the-road-back__remarque-erich-maria__1931,The Road Back,"Remarque, Erich Maria",,false,1931,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #6 of 1931; renewal_determination: renewal FOUND in Stanford CRD (id R217766, renewed 1958, class PWH)"
the-fountain__morgan-charles-langbridge__1932,The Fountain,"Morgan, Charles Langbridge",,false,1932,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #2 of 1932; renewal_determination: renewal FOUND in Stanford CRD (id R249899, renewed 1960, class W)"
sons__buck-pearl-s__1932,Sons,"Buck, Pearl S.",,false,1932,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #3 of 1932; renewal_determination: renewal FOUND in Stanford CRD (id R242722, renewed 1959, class A)"
magnolia-street__golding-louis__1932,Magnolia Street,"Golding, Louis",,false,1932,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,significance=PW bestseller #4 of 1932; renewal_determination: no renewal found in Stanford CRD (author renews other works there)
the-sheltered-life__glasgow-ellen__1932,The Sheltered Life,"Glasgow, Ellen",,false,1932,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #5 of 1932; renewal_determination: renewal FOUND in Stanford CRD (id R241699, renewed 1959, class E)"
old-wine-and-new__deeping-warwick__1932,Old Wine and New,"Deeping, Warwick",,false,1932,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #6 of 1932; renewal_determination: renewal FOUND in Stanford CRD (id R253295, renewed 1960, class W)"
anthony-adverse__allen-hervey__1933,Anthony Adverse,"Allen, Hervey",,false,1933,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #1 of 1933; renewal_determination: renewal FOUND in Stanford CRD (id R263353, renewed 1960, class W)"
as-the-earth-turns__carroll-gladys-hasty__1933,As the Earth Turns,"Carroll, Gladys Hasty",,false,1933,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #2 of 1933; renewal_determination: renewal FOUND in Stanford CRD (id R260263, renewed 1960, class A)"
ann-vickers__lewis-sinclair__1933,Ann Vickers,"Lewis, Sinclair",,false,1933,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #3 of 1933; renewal_determination: renewal FOUND in Stanford CRD (id R251368, renewed 1960, class C)"
magnificent-obsession__douglas-lloyd-c__1933,Magnificent Obsession,"Douglas, Lloyd C.",,false,1933,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #4 of 1933; renewal_determination: renewal FOUND in Stanford CRD (id R183524, renewed 1957, class C)"
one-more-river__galsworthy-john__1933,One More River,"Galsworthy, John",,false,1933,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #5 of 1933; renewal_determination: renewal FOUND in Stanford CRD (id R270183, renewed 1961, class PPW)"
forgive-us-our-trespassers__douglas-lloyd-c__1933,Forgive Us Our Trespassers,"Douglas, Lloyd C.",,false,1933,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #6 of 1933; renewal_determination: UNCERTAIN: possible renewal for this author needs manual check (closest CRD id R252389, 'Forgive us our trespasses', renewed 1960)"
lamb-in-his-bosom__miller-caroline__1934,Lamb in His Bosom,"Miller, Caroline",,false,1934,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #2 of 1934; renewal_determination: renewal FOUND in Stanford CRD (id R263578, renewed 1960, class A)"
so-red-the-rose__young-stark__1934,So Red the Rose,"Young, Stark",,false,1934,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #3 of 1934; renewal_determination: renewal FOUND in Stanford CRD (id R292201, renewed 1962, class A)"
good-bye-mr-chips__hilton-james__1934,"Good-bye, Mr. Chips","Hilton, James",,false,1934,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,significance=PW bestseller #4 of 1934; renewal_determination: no renewal found in Stanford CRD (author renews other works there)
within-this-present__barnes-margaret-ayer__1934,Within This Present,"Barnes, Margaret Ayer",,false,1934,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #5 of 1934; renewal_determination: renewal FOUND in Stanford CRD (id R265462, renewed 1960, class A)"
work-of-art__lewis-sinclair__1934,Work of Art,"Lewis, Sinclair",,false,1934,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #6 of 1934; renewal_determination: renewal FOUND in Stanford CRD (id R270489, renewed 1961, class C)"
green-light__douglas-lloyd-c__1935,Green Light,"Douglas, Lloyd C.",,false,1935,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #1 of 1935; renewal_determination: renewal FOUND in Stanford CRD (id R295479, renewed 1962, class C)"
vein-of-iron__glasgow-ellen__1935,Vein of Iron,"Glasgow, Ellen",,false,1935,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #2 of 1935; renewal_determination: renewal FOUND in Stanford CRD (id R306538, renewed 1962, class E)"
of-time-and-the-river__wolfe-thomas__1935,Of Time and the River,"Wolfe, Thomas",,false,1935,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #3 of 1935; renewal_determination: renewal FOUND in Stanford CRD (id R300851, renewed 1962, class Adm. c.t.a. of the Estate of Thomas Wolfe)"
time-out-of-mind__field-rachel__1935,Time Out of Mind,"Field, Rachel",,false,1935,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #4 of 1935; renewal_determination: renewal FOUND in Stanford CRD (id R300506, renewed 1962, class Wr)"
the-forty-days-of-musa-dagh__werfel-franz__1935,The Forty Days of Musa Dagh,"Werfel, Franz",,false,1935,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #6 of 1935; renewal_determination: renewal FOUND in Stanford CRD (id R291302, renewed 1962, class PWH)"
gone-with-the-wind__mitchell-margaret__1936,Gone with the Wind,"Mitchell, Margaret",,false,1936,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #1 of 1936; renewal_determination: renewal FOUND in Stanford CRD (id R318690, renewed 1963, class NK)"
the-last-puritan__santayana-george__1936,The Last Puritan,"Santayana, George",,false,1936,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #2 of 1936; renewal_determination: renewal FOUND in Stanford CRD (id R315561, renewed 1963, class E)"
sparkenbroke__morgan-charles-langbridge__1936,Sparkenbroke,"Morgan, Charles Langbridge",,false,1936,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #3 of 1936; renewal_determination: renewal FOUND in Stanford CRD (id R323942, renewed 1963, class W)"
drums-along-the-mohawk__edmonds-walter-d__1936,Drums Along the Mohawk,"Edmonds, Walter D.",,false,1936,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #4 of 1936; renewal_determination: renewal FOUND in Stanford CRD (id R330531, renewed 1964, class A)"
it-can-t-happen-here__lewis-sinclair__1936,It Can't Happen Here,"Lewis, Sinclair",,false,1936,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #5 of 1936; renewal_determination: renewal FOUND in Stanford CRD (id R303502, renewed 1962, class C)"
white-banners__douglas-lloyd-c__1936,White Banners,"Douglas, Lloyd C.",,false,1936,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #6 of 1936; renewal_determination: renewal FOUND in Stanford CRD (id R334689, renewed 1964, class C)"
northwest-passage__roberts-kenneth__1937,Northwest Passage,"Roberts, Kenneth",,false,1937,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #2 of 1937; renewal_determination: renewal FOUND in Stanford CRD (id R340334, renewed 1964, class E)"
the-citadel__cronin-a-j__1937,The Citadel,"Cronin, A. J.",,false,1937,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #3 of 1937; renewal_determination: renewal FOUND in Stanford CRD (id R344873, renewed 1964, class A)"
and-sovictoria__wilkins-vaughan__1937,And So—Victoria,"Wilkins, Vaughan",,false,1937,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,significance=PW bestseller #4 of 1937; renewal_determination: no renewal found in Stanford CRD (author renews other works there)
the-years__woolf-virginia__1937,The Years,"Woolf, Virginia",,false,1937,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #6 of 1937; renewal_determination: renewal FOUND in Stanford CRD (id R352700, renewed 1965, class Wr)"
the-yearling__rawlings-marjorie-kinnan__1938,The Yearling,"Rawlings, Marjorie Kinnan",,false,1938,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #1 of 1938; renewal_determination: renewal FOUND in Stanford CRD (id R375713, renewed 1965, class PWH of E. Shenton)"
my-son-my-son__spring-howard__1938,"My Son, My Son!","Spring, Howard",,false,1938,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,significance=PW bestseller #3 of 1938; renewal_determination: no renewal found in Stanford CRD (author renews other works there)
rebecca__maurier-daphne-du__1938,Rebecca,"Maurier, Daphne du",,false,1938,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #4 of 1938; renewal_determination: renewal FOUND in Stanford CRD (id R368948, renewed 1965, class A)"
all-this-and-heaven-too__field-rachel__1938,"All This, and Heaven Too","Field, Rachel",,false,1938,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #6 of 1938; renewal_determination: renewal FOUND in Stanford CRD (id R391407, renewed 1966, class Wr)"
the-grapes-of-wrath__steinbeck-john__1939,The Grapes of Wrath,"Steinbeck, John",,false,1939,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #1 of 1939; renewal_determination: renewal FOUND in Stanford CRD (id R449667, renewed 1968, class PWH)"
wickford-point__marquand-john-p__1939,Wickford Point,"Marquand, John P.",,false,1939,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #4 of 1939; renewal_determination: UNCERTAIN: possible renewal for this author needs manual check (closest CRD id R639912, 'Point of no return NM: new &  additional', renewed 1976)"
escape__vance-ethel__1939,Escape,"Vance, Ethel",,false,1939,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #5 of 1939; renewal_determination: renewal FOUND in Stanford CRD (id R395181, renewed 1966, class A)"
disputed-passage__douglas-lloyd-c__1939,Disputed Passage,"Douglas, Lloyd C.",,false,1939,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1930s,en,"significance=PW bestseller #6 of 1939; renewal_determination: renewal FOUND in Stanford CRD (id R393428, renewed 1966, class C)"
how-green-was-my-valley__llewellyn-richard__1940,How Green Was My Valley,"Llewellyn, Richard",,false,1940,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #1 of 1940; renewal_determination: renewal FOUND in Stanford CRD (id R403837, renewed 1967, class A)"
kitty-foyle__morley-christopher__1940,Kitty Foyle,"Morley, Christopher",,false,1940,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #2 of 1940; renewal_determination: renewal FOUND in Stanford CRD (id R412935, renewed 1967, class C)"
mrs-miniver__struther-jan__1940,Mrs. Miniver,"Struther, Jan",,false,1940,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #3 of 1940; renewal_determination: renewal FOUND in Stanford CRD (id R413386, renewed 1967, class C)"
for-whom-the-bell-tolls__hemingway-ernest__1940,For Whom the Bell Tolls,"Hemingway, Ernest",,false,1940,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #4 of 1940; renewal_determination: renewal FOUND in Stanford CRD (id R420407, renewed 1968, class W)"
the-nazarene__asch-sholem__1940,The Nazarene,"Asch, Sholem",,false,1940,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #5 of 1940; renewal_determination: renewal FOUND in Stanford CRD (id R397029, renewed 1966, class PWH)"
stars-on-the-sea__mason-f-van-wyck__1940,Stars on the Sea,"Mason, F. Van Wyck",,false,1940,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #6 of 1940; renewal_determination: renewal FOUND in Stanford CRD (id R431229, renewed 1968, class A)"
the-keys-of-the-kingdom__cronin-a-j__1941,The Keys of the Kingdom,"Cronin, A. J.",,false,1941,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #1 of 1941; renewal_determination: renewal FOUND in Stanford CRD (id R448711, renewed 1968, class A)"
random-harvest__hilton-james__1941,Random Harvest,"Hilton, James",,false,1941,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #2 of 1941; renewal_determination: renewal FOUND in Stanford CRD (id R428135, renewed 1968, class NK)"
this-above-all__knight-eric__1941,This Above All,"Knight, Eric",,false,1941,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #3 of 1941; renewal_determination: renewal FOUND in Stanford CRD (id R455679, renewed 1969, class W)"
the-sun-is-my-undoing__steen-marguerite__1941,The Sun Is My Undoing,"Steen, Marguerite",,false,1941,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #4 of 1941; renewal_determination: renewal FOUND in Stanford CRD (id R442054, renewed 1968, class A)"
oliver-wiswell__roberts-kenneth__1941,Oliver Wiswell,"Roberts, Kenneth",,false,1941,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #6 of 1941; renewal_determination: renewal FOUND in Stanford CRD (id R423287, renewed 1967, class E)"
the-song-of-bernadette__werfel-franz__1942,The Song of Bernadette,"Werfel, Franz",,false,1942,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #1 of 1942; renewal_determination: renewal FOUND in Stanford CRD (id R468255, renewed 1969, class PWH)"
the-moon-is-down__steinbeck-john__1942,The Moon Is Down,"Steinbeck, John",,false,1942,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #2 of 1942; renewal_determination: renewal FOUND in Stanford CRD (id R468668, renewed 1969, class C)"
dragon-seed__buck-pearl-s__1942,Dragon Seed,"Buck, Pearl S.",,false,1942,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #3 of 1942; renewal_determination: renewal FOUND in Stanford CRD (id R446783, renewed 1968, class A)"
and-now-tomorrow__field-rachel__1942,And Now Tomorrow,"Field, Rachel",,false,1942,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #4 of 1942; renewal_determination: renewal FOUND in Stanford CRD (id R479975, renewed 1970, class Wr)"
drivin-woman__pickett-elizabeth__1942,Drivin' Woman,"Pickett, Elizabeth",,false,1942,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #5 of 1942; renewal_determination: renewal FOUND in Stanford CRD (id R464176, renewed 1969, class A)"
windswept__chase-mary-ellen__1942,Windswept,"Chase, Mary Ellen",,false,1942,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #6 of 1942; renewal_determination: renewal FOUND in Stanford CRD (id R448898, renewed 1968, class A)"
the-robe__douglas-lloyd-c__1943,The Robe,"Douglas, Lloyd C.",,false,1943,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #1 of 1943; renewal_determination: renewal FOUND in Stanford CRD (id R470769, renewed 1969, class C)"
the-valley-of-decision__davenport-marcia__1943,The Valley of Decision,"Davenport, Marcia",,false,1943,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #2 of 1943; renewal_determination: renewal FOUND in Stanford CRD (id R471256, renewed 1969, class A)"
so-little-time__marquand-john-p__1943,So Little Time,"Marquand, John P.",,false,1943,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #3 of 1943; renewal_determination: renewal FOUND in Stanford CRD (id R490458, renewed 1970, class C)"
a-tree-grows-in-brooklyn__smith-betty__1943,A Tree Grows in Brooklyn,"Smith, Betty",,false,1943,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #4 of 1943; renewal_determination: renewal FOUND in Stanford CRD (id R490178, renewed 1970, class A)"
the-human-comedy__saroyan-william__1943,The Human Comedy,"Saroyan, William",,false,1943,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #5 of 1943; renewal_determination: renewal FOUND in Stanford CRD (id R479659, renewed 1970, class A)"
mrs-parkington__bromfield-louis__1943,Mrs. Parkington,"Bromfield, Louis",,false,1943,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #6 of 1943; renewal_determination: renewal FOUND in Stanford CRD (id R494775, renewed 1970, class C)"
